classifier,dataset,fit_time,fold,score_time,test_accuracy,test_f1_macro,test_precision_macro,test_recall_macro
Classifiers.MLP,euler,112.34509015083313,10,0.01200413703918457,0.4548611111111111,0.4421432850520698,0.4546296211908785,0.4548611111111111
Classifiers.MLP,euler,112.91421842575073,11,0.009001493453979492,0.47492283950617287,0.4672996295855152,0.4730974587658041,0.4749228395061728
Classifiers.MLP,euler,112.29507970809937,12,0.013004064559936523,0.4702932098765432,0.46162425736951146,0.4890203257333152,0.47029320987654327
Classifiers.MLP,euler,112.69716811180115,13,0.009001731872558594,0.4556327160493827,0.44351127341202284,0.46109132935901415,0.4556327160493827
Classifiers.MLP,euler,103.71916580200195,14,0.01400446891784668,0.44675925925925924,0.4341549934503254,0.4637811392196606,0.4467592592592593
Classifiers.MLP,euler,95.042227268219,15,0.016003847122192383,0.4417438271604938,0.4369067555350666,0.4623063164482437,0.4417438271604939
Classifiers.MLP,euler,67.22202157974243,16,0.009001970291137695,0.4660493827160494,0.46048145924576517,0.47017139439733047,0.4660493827160494
Classifiers.MLP,euler,66.87694239616394,17,0.009002208709716797,0.46566358024691357,0.4525303061110299,0.4644140702704633,0.46566358024691357
Classifiers.MLP,euler,43.97683048248291,18,0.009001731872558594,0.4359567901234568,0.42244693240759634,0.44516200685180807,0.4359567901234568
Classifiers.MLP,euler,64.37138414382935,19,0.00800180435180664,0.45524691358024694,0.44592934695551123,0.465199826503546,0.45524691358024694
Classifiers.KNN,euler,0.0690159797668457,0,3.7758443355560303,,,,
Classifiers.KNN,euler,0.07901620864868164,1,8.446884155273438,0.5227623456790124,0.5178410677740233,0.5198790381067219,0.5227623456790124
Classifiers.KNN,euler,0.0690159797668457,2,3.585803985595703,,,,
Classifiers.KNN,euler,0.02700638771057129,3,1.9204294681549072,,,,
Classifiers.KNN,euler,0.02500629425048828,4,2.120474338531494,,,,
Classifiers.KNN,euler,0.0690159797668457,5,8.72794795036316,0.5204475308641975,0.5154845814064939,0.5209877269674694,0.5204475308641976
Classifiers.KNN,euler,0.06601476669311523,6,8.62792444229126,0.5123456790123457,0.5057066759346783,0.5096733564134401,0.5123456790123456
Classifiers.KNN,euler,0.0690159797668457,7,8.652931213378906,0.529320987654321,0.5244843915228505,0.5295647786040738,0.5293209876543209
Classifiers.KNN,euler,0.06601810455322266,8,8.68093466758728,0.5127314814814815,0.5054416099815862,0.5090371251661439,0.5127314814814814
Classifiers.KNN,euler,0.0810236930847168,9,4.092911243438721,,,,
Classifiers.KNN,euler,0.06601810455322266,10,3.5908048152923584,,,,
Classifiers.KNN,euler,0.07001805305480957,11,3.32674241065979,,,,
Classifiers.KNN,euler,0.06801414489746094,12,4.251955509185791,,,,
Classifiers.KNN,euler,0.027007579803466797,13,8.326858043670654,0.5061728395061729,0.4989449357517723,0.5005800401197564,0.5061728395061729
Classifiers.KNN,euler,0.026007413864135742,14,2.251502752304077,,,,
Classifiers.KNN,euler,0.06501626968383789,15,4.252949476242065,,,,
Classifiers.KNN,euler,0.12603425979614258,16,0.05600929260253906,,,,
Classifiers.KNN,euler,0.11902666091918945,17,6.940542459487915,0.5212191358024691,0.5167029122849295,0.5201705854941853,0.521219135802469
Classifiers.KNN,euler,0.12202024459838867,18,6.900538444519043,0.5069444444444444,0.5013387061169884,0.5023433881539378,0.5069444444444444
Classifiers.KNN,euler,0.15303397178649902,19,0.09102320671081543,,,,
Classifiers.DT,euler,12.568807363510132,0,0.009001970291137695,0.5582561728395061,0.5567654914571423,0.5557672715937144,0.5582561728395061
Classifiers.DT,euler,12.669828653335571,1,0.009001731872558594,0.5621141975308642,0.5621615780489806,0.5631983035532971,0.5621141975308642
Classifiers.DT,euler,12.656826496124268,2,0.014003753662109375,0.5474537037037037,0.5473772224505411,0.5484020299756732,0.5474537037037037
Classifiers.DT,euler,12.689831495285034,3,0.009001970291137695,0.5462962962962963,0.5454417679560669,0.5455408310918348,0.5462962962962963
Classifiers.DT,euler,12.609814882278442,4,0.015003681182861328,0.5447530864197531,0.5439242798159711,0.5435841743882653,0.5447530864197531
Classifiers.DT,euler,12.650824546813965,5,0.010001897811889648,0.5532407407407407,0.5518265072165653,0.5510494624832203,0.5532407407407408
Classifiers.DT,euler,12.613815784454346,6,0.010002613067626953,0.5389660493827161,0.539281744060887,0.5401148739940828,0.5389660493827162
Classifiers.DT,euler,12.66782832145691,7,0.012003183364868164,0.5474537037037037,0.5485097408469292,0.5505313897130455,0.5474537037037037
Classifiers.DT,euler,12.646824836730957,8,0.01000213623046875,0.5393518518518519,0.538901511326356,0.5391376989113755,0.5393518518518519
Classifiers.DT,euler,12.635822057723999,9,0.010002374649047852,0.5578703703703703,0.5586526935379483,0.5597485394621367,0.5578703703703703
Classifiers.DT,euler,12.626818895339966,10,0.010001897811889648,0.5748456790123457,0.5748618195010439,0.5751054868992957,0.5748456790123456
Classifiers.DT,euler,12.681830644607544,11,0.009002208709716797,0.558641975308642,0.557502676898261,0.5566982462037487,0.558641975308642
Classifiers.DT,euler,12.609814882278442,12,0.011002063751220703,0.5443672839506173,0.5455053520022998,0.5474560618864285,0.5443672839506173
Classifiers.DT,euler,12.625819444656372,13,0.01000213623046875,0.5532407407407407,0.552270693030115,0.5520319710454599,0.5532407407407407
Classifiers.DT,euler,12.640823125839233,14,0.01000213623046875,0.5451388888888888,0.5450215103885404,0.5451983132692879,0.5451388888888888
Classifiers.DT,euler,12.648820400238037,15,0.011005878448486328,0.5482253086419753,0.5485424414888113,0.5495398461867886,0.5482253086419752
Classifiers.DT,euler,7.857754707336426,16,0.007002592086791992,0.5482253086419753,0.5486426890262671,0.5496115072673854,0.5482253086419754
Classifiers.DT,euler,7.8127453327178955,17,0.007000923156738281,0.5582561728395061,0.5580808170299613,0.5585170018590655,0.5582561728395061
Classifiers.DT,euler,7.781737804412842,18,0.0070018768310546875,0.5405092592592593,0.5408608188191297,0.5422024850108988,0.5405092592592592
Classifiers.DT,euler,7.853754281997681,19,0.007001399993896484,0.5416666666666666,0.5416465436291754,0.5423233961804854,0.5416666666666666
Classifiers.RF,euler,80.9810836315155,0,0.06501555442810059,0.5339506172839507,0.526394574825805,0.531697155421885,0.5339506172839507
Classifiers.RF,euler,81.01109075546265,1,0.06501460075378418,0.5300925925925926,0.5235064229742333,0.5266176697148182,0.5300925925925926
Classifiers.RF,euler,80.88606214523315,2,0.07401657104492188,0.5327932098765432,0.5272815569158058,0.5310000479450182,0.5327932098765432
Classifiers.RF,euler,81.03709650039673,3,0.06601452827453613,0.5439814814814815,0.5360064631708523,0.5367247006786013,0.5439814814814815
Classifiers.RF,euler,81.0080897808075,4,0.06401419639587402,0.5362654320987654,0.5323572999126787,0.5380869963657329,0.5362654320987654
Classifiers.RF,euler,80.66301226615906,5,0.060013532638549805,0.5327932098765432,0.5262830654157941,0.5305103377374782,0.5327932098765432
Classifiers.RF,euler,80.96908068656921,6,0.06301450729370117,0.5239197530864198,0.5186709285138031,0.5224554490167455,0.5239197530864197
Classifiers.RF,euler,80.79104089736938,7,0.06101393699645996,0.5239197530864198,0.5164024139681795,0.5188950951623551,0.5239197530864197
Classifiers.RF,euler,81.16712546348572,8,0.05401206016540527,0.5258487654320988,0.5174657470574888,0.5205625195418246,0.5258487654320988
Classifiers.RF,euler,81.134117603302,9,0.062014102935791016,0.5262345679012346,0.519512263585107,0.5245600973696745,0.5262345679012346
Classifiers.RF,euler,80.93007230758667,10,0.062014102935791016,0.5289351851851852,0.5228934357673003,0.5250472489558394,0.5289351851851851
Classifiers.RF,euler,81.08010625839233,11,0.06701493263244629,0.5354938271604939,0.5293189280740255,0.5311773937700708,0.5354938271604939
Classifiers.RF,euler,81.09411001205444,12,0.06301355361938477,0.5574845679012346,0.5515722053974244,0.5572092039426466,0.5574845679012346
Classifiers.RF,euler,81.1261157989502,13,0.062014102935791016,0.5173611111111112,0.511176463353055,0.5171788902639738,0.5173611111111112
Classifiers.RF,euler,81.09811019897461,14,0.06601452827453613,0.5385802469135802,0.5313461124313495,0.5370034758562778,0.5385802469135803
Classifiers.RF,euler,80.9850845336914,15,0.061014652252197266,0.5335648148148148,0.5278144848395139,0.5336335784043407,0.5335648148148148
Classifiers.RF,euler,49.891152143478394,16,0.04901123046875,0.5270061728395061,0.5228578916329956,0.5289332762627255,0.5270061728395061
Classifiers.RF,euler,49.8621461391449,17,0.048011064529418945,0.535108024691358,0.5292063864838927,0.5323067271776616,0.535108024691358
Classifiers.RF,euler,49.731116771698,18,0.048010826110839844,0.5135030864197531,0.5070016283986369,0.5123383930086008,0.5135030864197531
Classifiers.RF,euler,49.7921302318573,19,0.04701066017150879,0.5289351851851852,0.5195295967053453,0.5220296198539992,0.5289351851851852
Classifiers.GBM,euler,597.2513904571533,0,0.038008928298950195,0.6689814814814815,0.6663376443202065,0.6698654568330089,0.6689814814814814
Classifiers.GBM,euler,598.3166289329529,1,0.03600883483886719,0.6743827160493827,0.6727082144038303,0.6740472103120478,0.6743827160493827
Classifiers.GBM,euler,597.6914892196655,2,0.03600788116455078,0.683641975308642,0.682663222805005,0.6852016313992996,0.683641975308642
Classifiers.GBM,euler,597.8225181102753,3,0.037008047103881836,0.6647376543209876,0.6625855546639681,0.6640608613639758,0.6647376543209877
Classifiers.GBM,euler,597.979553937912,4,0.03600811958312988,0.6678240740740741,0.6662843184503839,0.6680790896124531,0.6678240740740741
Classifiers.GBM,euler,598.7847340106964,5,0.029006481170654297,0.6724537037037037,0.6701244654135363,0.6720126872732408,0.6724537037037037
Classifiers.GBM,euler,600.5931470394135,6,0.0290069580078125,0.6670524691358025,0.6655418197151085,0.6668591914174763,0.6670524691358024
Classifiers.GBM,euler,597.2903995513916,7,0.03800797462463379,0.6697530864197531,0.6687781981350408,0.6712906841162061,0.6697530864197532
Classifiers.GBM,euler,599.0027809143066,8,0.03200697898864746,0.6469907407407407,0.6436734837982783,0.6481370227249504,0.6469907407407407
Classifiers.GBM,euler,597.9285423755646,9,0.0380094051361084,0.6666666666666666,0.6652377753199917,0.6667574900197679,0.6666666666666666
Classifiers.GBM,euler,598.5766792297363,10,0.03500795364379883,0.6489197530864198,0.6468429338568803,0.6478871440165066,0.6489197530864197
Classifiers.GBM,euler,597.9075379371643,11,0.03900957107543945,0.6705246913580247,0.6688530066810738,0.6694105476932771,0.6705246913580247
Classifiers.GBM,euler,598.2836210727692,12,0.03500771522521973,0.6666666666666666,0.6656724267124586,0.6684235120771569,0.6666666666666666
Classifiers.GBM,euler,597.1863760948181,13,0.0380091667175293,0.6570216049382716,0.6558541970446458,0.6585696810242563,0.6570216049382716
Classifiers.GBM,euler,597.6374742984772,14,0.052011728286743164,0.660108024691358,0.6587810359415456,0.661059948841085,0.660108024691358
Classifiers.GBM,euler,597.9095318317413,15,0.03500723838806152,0.6643518518518519,0.6635431762941388,0.6660621754669613,0.6643518518518517
Classifiers.GBM,euler,500.2447340488434,16,0.02800607681274414,0.6751543209876543,0.6743037005008412,0.6779014171738572,0.6751543209876543
Classifiers.GBM,euler,500.43377780914307,17,0.028006553649902344,0.6670524691358025,0.6652994596691539,0.6675377987159536,0.6670524691358026
Classifiers.GBM,euler,500.4347779750824,18,0.028006553649902344,0.6512345679012346,0.6505588535858658,0.6545281477503971,0.6512345679012346
Classifiers.GBM,euler,500.49879240989685,19,0.02700638771057129,0.6547067901234568,0.6518987510882203,0.6536072460995146,0.6547067901234568
Classifiers.MLP,yaw,77.61733865737915,0,0.012001991271972656,0.39891975308641975,0.39323343047523296,0.3972174409914978,0.39891975308641975
Classifiers.MLP,yaw,79.33271932601929,1,0.013005256652832031,0.39737654320987653,0.38010481780325805,0.38304913225598547,0.3973765432098765
Classifiers.MLP,yaw,78.77659606933594,2,0.014003276824951172,0.3958333333333333,0.3701135833541608,0.39457426812612356,0.39583333333333326
Classifiers.MLP,yaw,79.05665731430054,3,0.01300358772277832,0.4185956790123457,0.40526157639282734,0.4135412484553157,0.4185956790123457
Classifiers.MLP,yaw,80.45396900177002,4,0.008010387420654297,0.41396604938271603,0.3990707910938443,0.4092449488172096,0.4139660493827161
Classifiers.MLP,yaw,79.81682586669922,5,0.00800180435180664,0.4070216049382716,0.3935712373039292,0.4037947323073011,0.4070216049382716
Classifiers.MLP,yaw,80.35795664787292,6,0.009001970291137695,0.39853395061728397,0.38249520774657,0.39584200813915454,0.39853395061728397
Classifiers.MLP,yaw,79.5377631187439,7,0.011002540588378906,0.39467592592592593,0.3757007947127698,0.3815241671256124,0.394675925925926
Classifiers.MLP,yaw,68.8183708190918,8,0.013002395629882812,0.38310185185185186,0.3591250530022974,0.3793450449586201,0.38310185185185186
Classifiers.MLP,yaw,68.88338470458984,9,0.013004064559936523,0.39197530864197533,0.373239479509126,0.3860811352592228,0.39197530864197533
Classifiers.MLP,yaw,78.78759479522705,10,0.012002706527709961,0.4047067901234568,0.3858390502814219,0.3950641065844458,0.40470679012345673
Classifiers.MLP,yaw,79.34371733665466,11,0.012002706527709961,0.4070216049382716,0.39526223062047905,0.40429094757786754,0.40702160493827155
